Time_sec,P_deg,Q_deg,R_deg,Pdot_deg_per_sec,Qdot_deg_per_sec,Rdot_deg_per_sec,Vertical_speed_SI,Altitude_MSL_SI,Height_AGL_SI,alpha_deg,IAS0_knots,IAS1_knots,TAS_SI,Left_aileron_deg,Right_aileron_deg,Elevator_deg,Rudder_deg,Roll_deg,Pitch_deg,Yaw_deg
952.8693237304688,-0.02447257936000824,-0.019287366420030594,-0.13056519627571106,-3.707638740539551,11.44155216217041,14.347761154174805,0.14550486207008362,141.25103759765625,141.2466278076172,1.7469381093978882,27.432415008544922,27.432415008544922,14.217227935791016,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19323515892028809,2.3138694763183594,266.3773498535156
952.8898315429688,-0.048945117741823196,0.08887190371751785,0.1381315141916275,-11.278253555297852,70.50446319580078,9.748847961425781,0.1454003006219864,141.25408935546875,141.24961853027344,1.7475221157073975,27.432415008544922,27.432415008544922,14.217283248901367,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19393934309482574,2.313605785369873,266.3778991699219
952.9069213867188,0.025930387899279594,-0.0007714878302067518,0.042678963392972946,0.09270663559436798,20.828392028808594,-15.794495582580566,0.14530128240585327,141.25697326660156,141.25242614746094,1.7473081350326538,27.432415008544922,27.432415008544922,14.217338562011719,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.1939171999692917,2.313401699066162,266.3806457519531
952.9242553710938,0.06049420312047005,-0.013273240067064762,-0.22434784471988678,-0.6195670366287231,5.8167595863342285,-12.82339096069336,0.14521901309490204,141.25936889648438,141.25477600097656,1.7474184036254883,27.432415008544922,27.432415008544922,14.217386245727539,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19314177334308624,2.3132593631744385,266.3787536621094
952.9454956054688,0.030154015868902206,0.05384813994169235,-0.3461168706417084,-13.691208839416504,67.86830139160156,-1.8211947679519653,0.14513592422008514,141.26181030273438,141.2571563720703,1.7477110624313354,27.432415008544922,27.432415008544922,14.217434883117676,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.1924222707748413,2.3129642009735107,266.3734130859375
952.9640502929688,-0.013058919459581375,-0.010441550984978676,-0.19837407767772675,-7.89648962020874,30.014677047729492,14.937718391418457,0.14503438770771027,141.26478576660156,141.2600555419922,1.747087836265564,27.432415008544922,27.432415008544922,14.217490196228027,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19230252504348755,2.3121461868286133,266.36712646484375
952.9855346679688,-0.03206609934568405,-0.01818087324500084,0.04937446862459183,-1.3666048049926758,7.9065165519714355,12.070216178894043,0.14494533836841583,141.26739501953125,141.26260375976562,1.747026801109314,27.432415008544922,27.432415008544922,14.21753978729248,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19283528625965118,2.3117542266845703,266.36602783203125
953.0040893554688,-0.012278715148568153,0.0841563269495964,0.12855932116508484,-8.357925415039062,69.2879638671875,-9.09070873260498,0.14484232664108276,141.27040100097656,141.2655487060547,1.7475467920303345,27.432415008544922,27.432415008544922,14.217601776123047,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.193146750330925,2.3115334510803223,266.36895751953125
953.0255737304688,0.054534703493118286,0.003213320393115282,-0.16157422959804535,-2.6658341884613037,23.54599380493164,-15.357549667358398,0.14475326240062714,141.2729949951172,141.26809692382812,1.7474169731140137,27.432415008544922,27.432415008544922,14.217655181884766,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19248780608177185,2.3114211559295654,266.36846923828125
953.0438842773438,0.047146860510110855,-0.02713925577700138,-0.3633898198604584,-2.620783567428589,4.678346157073975,-3.374965190887451,0.14465078711509705,141.2760009765625,141.27102661132812,1.7473193407058716,27.432415008544922,27.432415008544922,14.217719078063965,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19152776896953583,2.311049461364746,266.3621520996094
953.0653686523438,-0.016839295625686646,0.05027740076184273,-0.2495788335800171,-15.124855041503906,68.45276641845703,15.316019058227539,0.1445639580488205,141.278564453125,141.27352905273438,1.7474514245986938,27.432415008544922,27.432415008544922,14.217774391174316,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19137530028820038,2.3105344772338867,266.3560791015625
953.0846557617188,-0.03621549904346466,-0.0028547788970172405,0.045437224209308624,-5.290332794189453,30.758102416992188,12.21934700012207,0.14446192979812622,141.2815704345703,141.27647399902344,1.7468832731246948,27.432415008544922,27.432415008544922,14.217832565307617,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19194915890693665,2.309756278991699,266.35430908203125
953.1046752929688,-0.004086005967110395,-0.010135414078831673,0.1399487853050232,2.2352395057678223,7.157459735870361,-6.936915874481201,0.14437009394168854,141.28427124023438,141.2790985107422,1.7469474077224731,27.432415008544922,27.432415008544922,14.217889785766602,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19230054318904877,2.3095250129699707,266.3568420410156
953.1246948242188,0.039954375475645065,0.07765477895736694,-0.15654978156089783,-10.412639617919922,68.93666076660156,-15.199275016784668,0.14427508413791656,141.2870635986328,141.28182983398438,1.7474749088287354,27.432415008544922,27.432415008544922,14.21795654296875,0.06519589573144913,-0.06519589573144913,1.8001055717468262,2.2941184043884277,-0.19166545569896698,2.309393882751465,266.3565673828125
